date,pnl,cum_pnl,gross,turnover
2025-03-17,0.00021230153357482576,0.00021230153357482576,0.876501072033959,0.20433990130857393
2025-03-18,0.003187455375084699,0.0033997569086595247,1.0297578993031224,0.07746622196487082
2025-03-19,-0.002541378553622176,0.0008583783550373488,0.8158745673836001,0.3396283127253721
2025-03-20,-0.008705918387572741,-0.007847540032535393,1.1206657620367493,0.2226128185434887
2025-03-21,-0.004346707851717226,-0.012194247884252619,1.1840283668104705,0.2910999793400162
2025-03-24,-0.009716465549964623,-0.021910713434217244,1.1416036285367381,0.13457672559431086
2025-03-25,0.0008014360259743848,-0.02110927740824286,0.8202838583864245,0.2905389880005616
2025-03-26,0.013602152455545337,-0.007507124952697522,0.9354640333520874,0.26085258967672936
2025-03-27,-0.004722065185513297,-0.012229190138210819,0.9272012791449129,0.2431044409378056
2025-03-28,-0.006004748998199405,-0.018233939136410224,0.845086796689148,0.3351688444721096
2025-03-31,0.005098420501851982,-0.013135518634558242,1.0506447277312483,0.1800474014285729
2025-04-01,0.0037688700816006075,-0.009366648552957635,1.1189832701465332,0.17452653007763813
2025-04-02,0.0012541424899789857,-0.008112506062978649,0.9254885888008976,0.257636338635505
2025-04-03,-0.009104680447082045,-0.017217186510060694,1.1451236939674938,0.3005165918429118
2025-04-04,-9.25182246327349e-05,-0.01730970473469343,1.1188507651384518,0.1505228060101383
2025-04-07,0.007153031944582878,-0.010156672790110552,0.85165517658973,0.25089711640872175
2025-04-08,-0.01324214547285082,-0.02339881826296137,1.106743662695262,0.1127112223592319
2025-04-09,-0.004376157610402182,-0.027774975873363552,1.1530482879607673,0.2155099920958649
2025-04-10,-0.018812227398008443,-0.046587203271371995,0.8789130279326987,0.28075151056043984
2025-04-11,-0.01269537739784976,-0.059282580669221756,1.0294564717994092,0.06959448534505094
2025-04-14,-0.018217350377917326,-0.07749993104713908,1.055499986408841,0.26835261963328144
2025-04-15,-0.0021509113107468125,-0.07965084235788589,1.04373370299704,0.054629743085151
2025-04-16,-0.012474464814437031,-0.09212530717232292,0.8384982710512174,0.3375050086985873
2025-04-17,0.0029126435882170154,-0.08921266358410591,1.0644765844059796,0.19060094014952866
2025-04-18,0.0017675108662422517,-0.08744515271786366,1.0527818898718073,0.17272125688441364
2025-04-21,-0.0016693094462995437,-0.0891144621641632,1.1295541956008057,0.26613339526031565
2025-04-22,-0.024967597108205133,-0.11408205927236834,1.1214050796521313,0.20698966098982752
2025-04-23,-0.0051869289584663665,-0.1192689882308347,0.9308672831730622,0.269254656596979
2025-04-24,-0.0002850094540107199,-0.11955399768484543,1.0888189331706215,0.07542736842011319
2025-04-25,0.0013330898600330758,-0.11822090782481234,1.1469093550289424,0.21883756119886177
2025-04-28,-0.015101357655053936,-0.13332226547986628,1.1571791032763157,0.21743260785487628
2025-04-29,-0.004577532760339307,-0.1378997982402056,0.8646049307787997,0.329634167512646
2025-04-30,-0.009585190780566395,-0.14748498902077198,0.8106809400345139,0.06188167342658956
2025-05-01,-0.007888372394255992,-0.15537336141502797,1.0603229773688914,0.18584589291692227
2025-05-02,0.010808986233860788,-0.1445643751811672,0.8858705090975053,0.23932187364800983
2025-05-05,-0.007875346753318965,-0.15243972193448616,1.0254838897068277,0.2152240853804755
2025-05-06,-0.00012521704945520597,-0.15256493898394136,1.1779218119227364,0.0722483293452221
2025-05-07,0.00904389867383174,-0.14352104031010962,0.9517278497010271,0.22796851795569367
2025-05-08,-0.00563600432743302,-0.14915704463754265,0.9011098201537228,0.1166590655681793
